GENERATION_PROJECT,gen_dbid,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_flexible_baseload,gen_is_baseload,gen_can_provide_spinning_reserves,gen_can_provide_quickstart_reserves,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_capacity_limit_mw,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_min_load_fraction,gen_is_pumped_hydro,gen_storage_energy_to_power_ratio,gen_can_suspend,gen_ccs_capture_efficiency,gen_ccs_energy_load
Jiangsu-Central_PV-475,new.475,Central_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,1142.857143,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV-476,new.476,Central_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,1142.857143,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV-477,new.477,Central_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,1142.857143,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV-478,new.478,Central_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,1142.857143,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV-570,new.570,Central_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,1142.857143,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV-571,new.571,Central_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,3968.771448181194,0.0,0.02,1142.857143,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV_EP-ep-50016,existing.50016,Central_PV_EP,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,179.4,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV_EP-ep-50037,existing.50037,Central_PV_EP,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,615.6,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV_EP-ep-50066,existing.50066,Central_PV_EP,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1516.0,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV_EP-ep-50096,existing.50096,Central_PV_EP,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1662.8,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV_EP-ep-50127,existing.50127,Central_PV_EP,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1231.1,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV_EP-ep-50156,existing.50156,Central_PV_EP,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,3617.6,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Central_PV_EP-ep-50180,existing.50180,Central_PV_EP,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,250.6,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Coal_1000_OT-11937,new.11937,Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_1000_OT-11955,new.11955,Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_1000_OT-11973,new.11973,Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_1000_OT-11999,new.11999,Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_1000_OT-12017,new.12017,Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_1000_RC-11945,new.11945,Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_1000_RC-11963,new.11963,Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_1000_RC-11981,new.11981,Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_1000_RC-12007,new.12007,Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_1000_RC-12025,new.12025,Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_1000_SEA-11991,new.11991,Coal_1000_SEA,Coal,Jiangsu,40.0,False,True,False,False,False,7.88,6.61461908030199,396.8771448181194,0.32,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_OT-ep-1000,existing.1000,Coal_100_OT,Coal,Jiangsu,30.0,False,True,False,False,False,9.13,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_OT-ep-1001,existing.1001,Coal_100_OT,Coal,Jiangsu,30.0,False,True,False,False,False,9.13,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_OT-ep-995,existing.995,Coal_100_OT,Coal,Jiangsu,30.0,False,True,False,False,False,9.13,3.9687714481811938,0.0,0.52,0.05,140.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_OT-ep-996,existing.996,Coal_100_OT,Coal,Jiangsu,30.0,False,True,False,False,False,9.13,3.9687714481811938,0.0,0.52,0.05,140.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_OT-ep-999,existing.999,Coal_100_OT,Coal,Jiangsu,30.0,False,True,False,False,False,9.13,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-1002,existing.1002,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-1003,existing.1003,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-1004,existing.1004,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-1005,existing.1005,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-1006,existing.1006,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-1007,existing.1007,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,135.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-1008,existing.1008,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,103.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-1009,existing.1009,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,100.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-993,existing.993,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,140.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-994,existing.994,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,140.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-997,existing.997,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,138.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_100_RC-ep-998,existing.998,Coal_100_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.06,3.9687714481811938,0.0,0.52,0.05,138.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_OT-11941,new.11941,Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_OT-11959,new.11959,Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_OT-11977,new.11977,Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_OT-12003,new.12003,Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_OT-12021,new.12021,Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_RC-11949,new.11949,Coal_300_RC,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_RC-11967,new.11967,Coal_300_RC,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_RC-11985,new.11985,Coal_300_RC,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_RC-12011,new.12011,Coal_300_RC,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_RC-12029,new.12029,Coal_300_RC,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_300_SEA-11995,new.11995,Coal_300_SEA,Coal,Jiangsu,35.0,False,True,False,False,False,8.92,6.61461908030199,396.8771448181194,0.37,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_OT-11939,new.11939,Coal_600_OT,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_OT-11957,new.11957,Coal_600_OT,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_OT-11975,new.11975,Coal_600_OT,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_OT-12001,new.12001,Coal_600_OT,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_OT-12019,new.12019,Coal_600_OT,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_RC-11947,new.11947,Coal_600_RC,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_RC-11965,new.11965,Coal_600_RC,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_RC-11983,new.11983,Coal_600_RC,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_RC-12009,new.12009,Coal_600_RC,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_RC-12027,new.12027,Coal_600_RC,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_600_SEA-11993,new.11993,Coal_600_SEA,Coal,Jiangsu,40.0,False,True,False,False,False,8.45,6.61461908030199,396.8771448181194,0.34,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_IGCC_RC-11951,new.11951,Coal_IGCC_RC,Coal,Jiangsu,40.0,False,True,False,False,False,8.89,6.61461908030199,396.8771448181194,0.52,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_IGCC_RC-11969,new.11969,Coal_IGCC_RC,Coal,Jiangsu,40.0,False,True,False,False,False,8.89,6.61461908030199,396.8771448181194,0.52,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_IGCC_RC-11987,new.11987,Coal_IGCC_RC,Coal,Jiangsu,40.0,False,True,False,False,False,8.89,6.61461908030199,396.8771448181194,0.52,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_IGCC_RC-12013,new.12013,Coal_IGCC_RC,Coal,Jiangsu,40.0,False,True,False,False,False,8.89,6.61461908030199,396.8771448181194,0.52,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_IGCC_RC-12031,new.12031,Coal_IGCC_RC,Coal,Jiangsu,40.0,False,True,False,False,False,8.89,6.61461908030199,396.8771448181194,0.52,0.05,.,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_Small_OT-ep-1012,existing.1012,Coal_Small_OT,Coal,Jiangsu,30.0,False,True,False,False,False,9.66,3.9687714481811938,0.0,0.52,0.05,60.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_Small_OT-ep-1013,existing.1013,Coal_Small_OT,Coal,Jiangsu,30.0,False,True,False,False,False,9.66,3.9687714481811938,0.0,0.52,0.05,30.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_Small_OT-ep-905,existing.905,Coal_Small_OT,Coal,Jiangsu,30.0,False,True,False,False,False,9.66,3.9687714481811938,0.0,0.52,0.05,413.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_Small_OT-ep-974,existing.974,Coal_Small_OT,Coal,Jiangsu,30.0,False,True,False,False,False,9.66,3.9687714481811938,0.0,0.52,0.05,242.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_Small_RC-ep-839,existing.839,Coal_Small_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.68,3.9687714481811938,0.0,0.52,0.05,2915.5,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_Small_RC-ep-840,existing.840,Coal_Small_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.68,3.9687714481811938,0.0,0.52,0.05,2583.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_Small_RC-ep-860,existing.860,Coal_Small_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.68,3.9687714481811938,0.0,0.52,0.05,774.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Coal_Small_RC-ep-890,existing.890,Coal_Small_RC,Coal,Jiangsu,30.0,False,True,False,False,False,9.68,3.9687714481811938,0.0,0.52,0.05,625.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-Commercial_PV-129,new.129,Commercial_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1057.142857,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Commercial_PV-170,new.170,Commercial_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1057.142857,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Commercial_PV-74,new.74,Commercial_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1057.142857,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Commercial_PV-75,new.75,Commercial_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1057.142857,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Commercial_PV-76,new.76,Commercial_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1057.142857,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Commercial_PV-77,new.77,Commercial_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1057.142857,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-Commercial_PV-78,new.78,Commercial_PV,Solar,Jiangsu,30.0,True,False,False,True,False,.,0.0,0.0,0.0,0.02,1057.142857,.,False,.,0.0,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-3067,existing.3067,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-3068,existing.3068,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-3069,existing.3069,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-3070,existing.3070,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-843,existing.843,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1030.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-844,existing.844,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1030.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-849,existing.849,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-850,existing.850,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-851,existing.851,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-852,existing.852,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-853,existing.853,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-854,existing.854,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-855,existing.855,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-856,existing.856,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-857,existing.857,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-858,existing.858,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_OT-ep-859,existing.859,EP_Coal_1000_OT,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_RC-ep-3071,existing.3071,EP_Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_RC-ep-3072,existing.3072,EP_Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_RC-ep-3073,existing.3073,EP_Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_RC-ep-842,existing.842,EP_Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1030.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_RC-ep-845,existing.845,EP_Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_RC-ep-846,existing.846,EP_Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_RC-ep-847,existing.847,EP_Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_RC-ep-848,existing.848,EP_Coal_1000_RC,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_SEA-ep-3074,existing.3074,EP_Coal_1000_SEA,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_1000_SEA-ep-3075,existing.3075,EP_Coal_1000_SEA,Coal,Jiangsu,40.0,False,True,False,False,False,7.66,3.9687714481811938,0.0,0.32,0.05,1000.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-914,existing.914,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,370.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-915,existing.915,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,370.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-916,existing.916,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,352.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-917,existing.917,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,352.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-918,existing.918,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-919,existing.919,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-920,existing.920,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-921,existing.921,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,350.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-935,existing.935,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-940,existing.940,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1.0,.,.
Jiangsu-EP_Coal_300_OT-ep-941,existing.941,EP_Coal_300_OT,Coal,Jiangsu,35.0,False,True,False,False,False,8.53,3.9687714481811938,0.0,0.37,0.05,330.0,.,False,.,0.4,False,.,1.0,.,.
