GEN_TPS_1,GEN_TPS_2,ShutdownGenCapacity
Anhui-Central_PV-403,2050.12.12.04,-0.0
Anhui-Central_PV-403,2050.12.12.08,0.0
Anhui-Central_PV-403,2050.12.12.12,-0.0
Anhui-Central_PV-403,2050.12.12.16,-0.0
Anhui-Central_PV-403,2050.12.12.20,8330.0
Anhui-Central_PV-404,2040.06.26.00,-0.0
Anhui-Central_PV-404,2040.06.26.04,-0.0
Anhui-Central_PV-404,2040.06.26.08,-0.0
Anhui-Central_PV-404,2040.06.26.12,-0.0
Anhui-Central_PV-404,2040.06.26.16,-0.0
Anhui-Central_PV-404,2040.06.26.20,-0.0
Anhui-Central_PV-404,2040.12.19.00,-0.0
Anhui-Central_PV-404,2040.12.19.04,-0.0
Anhui-Central_PV-404,2040.12.19.08,-0.0
Anhui-Central_PV-404,2040.12.19.12,-0.0
Anhui-Central_PV-404,2040.12.19.16,-0.0
Anhui-Central_PV-404,2040.12.19.20,-0.0
Anhui-Central_PV-404,2050.06.12.00,-0.0
Anhui-Central_PV-404,2050.06.12.04,-0.0
Anhui-Central_PV-404,2050.06.12.08,-0.0
Anhui-Central_PV-404,2050.06.12.12,-0.0
Anhui-Central_PV-404,2050.06.12.16,-0.0
Anhui-Central_PV-404,2050.06.12.20,-0.0
Anhui-Central_PV-404,2050.12.12.00,-0.0
Anhui-Central_PV-404,2050.12.12.04,-0.0
Anhui-Central_PV-404,2050.12.12.08,-0.0
Anhui-Central_PV-404,2050.12.12.12,-0.0
Anhui-Central_PV-404,2050.12.12.16,-0.0
Anhui-Central_PV-404,2050.12.12.20,-0.0
Anhui-Central_PV_EP-ep-50012,2040.06.26.00,-0.0
Anhui-Central_PV_EP-ep-50012,2040.06.26.04,-0.0
Anhui-Central_PV_EP-ep-50012,2040.06.26.08,0.0
Anhui-Central_PV_EP-ep-50012,2040.06.26.12,-0.0
Anhui-Central_PV_EP-ep-50012,2040.06.26.16,-0.0
Anhui-Central_PV_EP-ep-50012,2040.06.26.20,14.308
Anhui-Central_PV_EP-ep-50012,2040.12.19.00,-0.0
Anhui-Central_PV_EP-ep-50012,2040.12.19.04,-0.0
Anhui-Central_PV_EP-ep-50012,2040.12.19.08,0.0
Anhui-Central_PV_EP-ep-50012,2040.12.19.12,-0.0
Anhui-Central_PV_EP-ep-50012,2040.12.19.16,-0.0
Anhui-Central_PV_EP-ep-50012,2040.12.19.20,14.308
Anhui-Central_PV_EP-ep-50026,2040.06.26.00,-0.0
Anhui-Central_PV_EP-ep-50026,2040.06.26.04,-0.0
Anhui-Central_PV_EP-ep-50026,2040.06.26.08,0.0
Anhui-Central_PV_EP-ep-50026,2040.06.26.12,0.0
Anhui-Central_PV_EP-ep-50026,2040.06.26.16,-0.0
Anhui-Central_PV_EP-ep-50026,2040.06.26.20,30.772
Anhui-Central_PV_EP-ep-50026,2040.12.19.00,-0.0
Anhui-Central_PV_EP-ep-50026,2040.12.19.04,-0.0
Anhui-Central_PV_EP-ep-50026,2040.12.19.08,0.0
Anhui-Central_PV_EP-ep-50026,2040.12.19.12,-0.0
Anhui-Central_PV_EP-ep-50026,2040.12.19.16,-0.0
Anhui-Central_PV_EP-ep-50026,2040.12.19.20,30.772
Anhui-Central_PV_EP-ep-50053,2040.06.26.00,-0.0
Anhui-Central_PV_EP-ep-50053,2040.06.26.04,-0.0
Anhui-Central_PV_EP-ep-50053,2040.06.26.08,0.0
Anhui-Central_PV_EP-ep-50053,2040.06.26.12,-0.0
Anhui-Central_PV_EP-ep-50053,2040.06.26.16,-0.0
Anhui-Central_PV_EP-ep-50053,2040.06.26.20,396.018
Anhui-Central_PV_EP-ep-50053,2040.12.19.00,-0.0
Anhui-Central_PV_EP-ep-50053,2040.12.19.04,-0.0
Anhui-Central_PV_EP-ep-50053,2040.12.19.08,0.0
Anhui-Central_PV_EP-ep-50053,2040.12.19.12,-0.0
Anhui-Central_PV_EP-ep-50053,2040.12.19.16,-0.0
Anhui-Central_PV_EP-ep-50053,2040.12.19.20,396.018
Anhui-Central_PV_EP-ep-50083,2040.06.26.00,-0.0
Anhui-Central_PV_EP-ep-50083,2040.06.26.04,-0.0
Anhui-Central_PV_EP-ep-50083,2040.06.26.08,0.0
Anhui-Central_PV_EP-ep-50083,2040.06.26.12,-0.0
Anhui-Central_PV_EP-ep-50083,2040.06.26.16,-0.0
Anhui-Central_PV_EP-ep-50083,2040.06.26.20,739.2139999999999
Anhui-Central_PV_EP-ep-50083,2040.12.19.00,-0.0
Anhui-Central_PV_EP-ep-50083,2040.12.19.04,-0.0
Anhui-Central_PV_EP-ep-50083,2040.12.19.08,0.0
Anhui-Central_PV_EP-ep-50083,2040.12.19.12,-0.0
Anhui-Central_PV_EP-ep-50083,2040.12.19.16,-0.0
Anhui-Central_PV_EP-ep-50083,2040.12.19.20,739.2139999999999
Anhui-Central_PV_EP-ep-50112,2040.06.26.00,-0.0
Anhui-Central_PV_EP-ep-50112,2040.06.26.04,-0.0
Anhui-Central_PV_EP-ep-50112,2040.06.26.08,0.0
Anhui-Central_PV_EP-ep-50112,2040.06.26.12,-0.0
Anhui-Central_PV_EP-ep-50112,2040.06.26.16,-0.0
Anhui-Central_PV_EP-ep-50112,2040.06.26.20,2200.296
Anhui-Central_PV_EP-ep-50112,2040.12.19.00,-0.0
Anhui-Central_PV_EP-ep-50112,2040.12.19.04,-0.0
Anhui-Central_PV_EP-ep-50112,2040.12.19.08,0.0
Anhui-Central_PV_EP-ep-50112,2040.12.19.12,-0.0
Anhui-Central_PV_EP-ep-50112,2040.12.19.16,-0.0
Anhui-Central_PV_EP-ep-50112,2040.12.19.20,2200.296
Anhui-Central_PV_EP-ep-50143,2040.06.26.00,-0.0
Anhui-Central_PV_EP-ep-50143,2040.06.26.04,-0.0
Anhui-Central_PV_EP-ep-50143,2040.06.26.08,0.0
Anhui-Central_PV_EP-ep-50143,2040.06.26.12,-0.0
Anhui-Central_PV_EP-ep-50143,2040.06.26.16,-0.0
Anhui-Central_PV_EP-ep-50143,2040.06.26.20,5316.401999999999
Anhui-Central_PV_EP-ep-50143,2040.12.19.00,-0.0
Anhui-Central_PV_EP-ep-50143,2040.12.19.04,-0.0
Anhui-Central_PV_EP-ep-50143,2040.12.19.08,0.0
Anhui-Central_PV_EP-ep-50143,2040.12.19.12,-0.0
Anhui-Central_PV_EP-ep-50143,2040.12.19.16,-0.0
Anhui-Central_PV_EP-ep-50143,2040.12.19.20,5316.401999999999
Anhui-Central_PV_EP-ep-50173,2040.06.26.00,-0.0
Anhui-Central_PV_EP-ep-50173,2040.06.26.04,-0.0
Anhui-Central_PV_EP-ep-50173,2040.06.26.08,0.0
Anhui-Central_PV_EP-ep-50173,2040.06.26.12,-0.0
Anhui-Central_PV_EP-ep-50173,2040.06.26.16,-0.0
Anhui-Central_PV_EP-ep-50173,2040.06.26.20,3.92
Anhui-Central_PV_EP-ep-50173,2040.12.19.00,-0.0
Anhui-Central_PV_EP-ep-50173,2040.12.19.04,-0.0
Anhui-Central_PV_EP-ep-50173,2040.12.19.08,0.0
Anhui-Central_PV_EP-ep-50173,2040.12.19.12,-0.0
Anhui-Central_PV_EP-ep-50173,2040.12.19.16,-0.0
Anhui-Central_PV_EP-ep-50173,2040.12.19.20,3.92
Anhui-Coal_1000_OT-12107,2040.06.26.00,-0.0
Anhui-Coal_1000_OT-12107,2040.06.26.04,-0.0
Anhui-Coal_1000_OT-12107,2040.06.26.08,56390.81564102878
Anhui-Coal_1000_OT-12107,2040.06.26.12,0.0
Anhui-Coal_1000_OT-12107,2040.06.26.16,0.0
Anhui-Coal_1000_OT-12107,2040.06.26.20,-0.0
Anhui-Coal_1000_OT-12107,2040.12.19.00,-0.0
Anhui-Coal_1000_OT-12107,2040.12.19.04,-0.0
Anhui-Coal_1000_OT-12107,2040.12.19.08,-0.0
Anhui-Coal_1000_OT-12107,2040.12.19.12,-0.0
Anhui-Coal_1000_OT-12107,2040.12.19.16,-0.0
Anhui-Coal_1000_OT-12107,2040.12.19.20,-0.0
Anhui-Coal_1000_OT-12107,2050.06.12.00,-0.0
Anhui-Coal_1000_OT-12107,2050.06.12.04,-0.0
Anhui-Coal_1000_OT-12107,2050.06.12.08,195038.7206253777
Anhui-Coal_1000_OT-12107,2050.06.12.12,-0.0
Anhui-Coal_1000_OT-12107,2050.06.12.16,-0.0
Anhui-Coal_1000_OT-12107,2050.06.12.20,0.0
Anhui-Coal_1000_OT-12107,2050.12.12.00,-0.0
Anhui-Coal_1000_OT-12107,2050.12.12.04,-0.0
Anhui-Coal_1000_OT-12107,2050.12.12.08,56111.9613942515
Anhui-Coal_1000_OT-12107,2050.12.12.12,68039.84107860761
Anhui-Coal_1000_OT-12107,2050.12.12.16,0.0
Anhui-Coal_1000_OT-12107,2050.12.12.20,-0.0
Anhui-Coal_1000_RC-12115,2040.06.26.00,-0.0
Anhui-Coal_1000_RC-12115,2040.06.26.04,-0.0
Anhui-Coal_1000_RC-12115,2040.06.26.08,-0.0
Anhui-Coal_1000_RC-12115,2040.06.26.12,-0.0
Anhui-Coal_1000_RC-12115,2040.06.26.16,-0.0
Anhui-Coal_1000_RC-12115,2040.06.26.20,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.00,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.04,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.08,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.12,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.16,-0.0
Anhui-Coal_1000_RC-12115,2040.12.19.20,-0.0
Anhui-Coal_1000_RC-12115,2050.06.12.00,-0.0
Anhui-Coal_1000_RC-12115,2050.06.12.04,-0.0
Anhui-Coal_1000_RC-12115,2050.06.12.08,-0.0
Anhui-Coal_1000_RC-12115,2050.06.12.12,-0.0
Anhui-Coal_1000_RC-12115,2050.06.12.16,-0.0
Anhui-Coal_1000_RC-12115,2050.06.12.20,-0.0
Anhui-Coal_1000_RC-12115,2050.12.12.00,-0.0
Anhui-Coal_1000_RC-12115,2050.12.12.04,-0.0
Anhui-Coal_1000_RC-12115,2050.12.12.08,-0.0
Anhui-Coal_1000_RC-12115,2050.12.12.12,-0.0
Anhui-Coal_1000_RC-12115,2050.12.12.16,-0.0
Anhui-Coal_1000_RC-12115,2050.12.12.20,-0.0
Anhui-Coal_1000_RC-12125,2040.06.26.00,-0.0
Anhui-Coal_1000_RC-12125,2040.06.26.04,-0.0
Anhui-Coal_1000_RC-12125,2040.06.26.08,-0.0
Anhui-Coal_1000_RC-12125,2040.06.26.12,-0.0
Anhui-Coal_1000_RC-12125,2040.06.26.16,-0.0
Anhui-Coal_1000_RC-12125,2040.06.26.20,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.00,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.04,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.08,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.12,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.16,-0.0
Anhui-Coal_1000_RC-12125,2040.12.19.20,-0.0
Anhui-Coal_1000_RC-12125,2050.06.12.00,-0.0
Anhui-Coal_1000_RC-12125,2050.06.12.04,-0.0
Anhui-Coal_1000_RC-12125,2050.06.12.08,-0.0
Anhui-Coal_1000_RC-12125,2050.06.12.12,-0.0
Anhui-Coal_1000_RC-12125,2050.06.12.16,-0.0
Anhui-Coal_1000_RC-12125,2050.06.12.20,-0.0
Anhui-Coal_1000_RC-12125,2050.12.12.00,-0.0
Anhui-Coal_1000_RC-12125,2050.12.12.04,-0.0
Anhui-Coal_1000_RC-12125,2050.12.12.08,-0.0
Anhui-Coal_1000_RC-12125,2050.12.12.12,-0.0
Anhui-Coal_1000_RC-12125,2050.12.12.16,-0.0
Anhui-Coal_1000_RC-12125,2050.12.12.20,-0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.00,-0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.04,-0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.08,-0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.12,-0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.16,-0.0
Anhui-Coal_100_RC-ep-1233,2040.06.26.20,-0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.00,-0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.04,-0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.08,-0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.12,-0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.16,-0.0
Anhui-Coal_100_RC-ep-1233,2040.12.19.20,-0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.00,-0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.04,-0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.08,-0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.12,-0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.16,-0.0
Anhui-Coal_100_RC-ep-1234,2040.06.26.20,-0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.00,-0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.04,-0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.08,-0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.12,-0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.16,-0.0
Anhui-Coal_100_RC-ep-1234,2040.12.19.20,-0.0
Anhui-Coal_300_OT-12111,2040.06.26.00,-0.0
Anhui-Coal_300_OT-12111,2040.06.26.04,-0.0
Anhui-Coal_300_OT-12111,2040.06.26.08,-0.0
Anhui-Coal_300_OT-12111,2040.06.26.12,-0.0
Anhui-Coal_300_OT-12111,2040.06.26.16,-0.0
Anhui-Coal_300_OT-12111,2040.06.26.20,-0.0
Anhui-Coal_300_OT-12111,2040.12.19.00,-0.0
Anhui-Coal_300_OT-12111,2040.12.19.04,-0.0
Anhui-Coal_300_OT-12111,2040.12.19.08,-0.0
Anhui-Coal_300_OT-12111,2040.12.19.12,-0.0
Anhui-Coal_300_OT-12111,2040.12.19.16,-0.0
Anhui-Coal_300_OT-12111,2040.12.19.20,-0.0
Anhui-Coal_300_OT-12111,2050.06.12.00,-0.0
Anhui-Coal_300_OT-12111,2050.06.12.04,-0.0
Anhui-Coal_300_OT-12111,2050.06.12.08,-0.0
Anhui-Coal_300_OT-12111,2050.06.12.12,-0.0
Anhui-Coal_300_OT-12111,2050.06.12.16,-0.0
Anhui-Coal_300_OT-12111,2050.06.12.20,-0.0
Anhui-Coal_300_OT-12111,2050.12.12.00,-0.0
Anhui-Coal_300_OT-12111,2050.12.12.04,-0.0
Anhui-Coal_300_OT-12111,2050.12.12.08,-0.0
Anhui-Coal_300_OT-12111,2050.12.12.12,-0.0
Anhui-Coal_300_OT-12111,2050.12.12.16,-0.0
Anhui-Coal_300_OT-12111,2050.12.12.20,-0.0
Anhui-Coal_300_RC-12119,2040.06.26.00,-0.0
Anhui-Coal_300_RC-12119,2040.06.26.04,-0.0
Anhui-Coal_300_RC-12119,2040.06.26.08,-0.0
Anhui-Coal_300_RC-12119,2040.06.26.12,-0.0
Anhui-Coal_300_RC-12119,2040.06.26.16,-0.0
Anhui-Coal_300_RC-12119,2040.06.26.20,-0.0
Anhui-Coal_300_RC-12119,2040.12.19.00,-0.0
Anhui-Coal_300_RC-12119,2040.12.19.04,-0.0
Anhui-Coal_300_RC-12119,2040.12.19.08,-0.0
Anhui-Coal_300_RC-12119,2040.12.19.12,-0.0
Anhui-Coal_300_RC-12119,2040.12.19.16,-0.0
Anhui-Coal_300_RC-12119,2040.12.19.20,-0.0
Anhui-Coal_300_RC-12119,2050.06.12.00,-0.0
Anhui-Coal_300_RC-12119,2050.06.12.04,-0.0
Anhui-Coal_300_RC-12119,2050.06.12.08,-0.0
Anhui-Coal_300_RC-12119,2050.06.12.12,-0.0
Anhui-Coal_300_RC-12119,2050.06.12.16,-0.0
Anhui-Coal_300_RC-12119,2050.06.12.20,-0.0
Anhui-Coal_300_RC-12119,2050.12.12.00,-0.0
Anhui-Coal_300_RC-12119,2050.12.12.04,-0.0
Anhui-Coal_300_RC-12119,2050.12.12.08,-0.0
Anhui-Coal_300_RC-12119,2050.12.12.12,-0.0
Anhui-Coal_300_RC-12119,2050.12.12.16,-0.0
Anhui-Coal_300_RC-12119,2050.12.12.20,-0.0
Anhui-Coal_300_RC-12129,2040.06.26.00,-0.0
Anhui-Coal_300_RC-12129,2040.06.26.04,-0.0
Anhui-Coal_300_RC-12129,2040.06.26.08,-0.0
Anhui-Coal_300_RC-12129,2040.06.26.12,-0.0
Anhui-Coal_300_RC-12129,2040.06.26.16,-0.0
Anhui-Coal_300_RC-12129,2040.06.26.20,-0.0
Anhui-Coal_300_RC-12129,2040.12.19.00,-0.0
Anhui-Coal_300_RC-12129,2040.12.19.04,-0.0
Anhui-Coal_300_RC-12129,2040.12.19.08,-0.0
Anhui-Coal_300_RC-12129,2040.12.19.12,-0.0
Anhui-Coal_300_RC-12129,2040.12.19.16,-0.0
Anhui-Coal_300_RC-12129,2040.12.19.20,-0.0
Anhui-Coal_300_RC-12129,2050.06.12.00,-0.0
Anhui-Coal_300_RC-12129,2050.06.12.04,-0.0
Anhui-Coal_300_RC-12129,2050.06.12.08,-0.0
Anhui-Coal_300_RC-12129,2050.06.12.12,-0.0
Anhui-Coal_300_RC-12129,2050.06.12.16,-0.0
Anhui-Coal_300_RC-12129,2050.06.12.20,-0.0
Anhui-Coal_300_RC-12129,2050.12.12.00,-0.0
Anhui-Coal_300_RC-12129,2050.12.12.04,-0.0
Anhui-Coal_300_RC-12129,2050.12.12.08,-0.0
Anhui-Coal_300_RC-12129,2050.12.12.12,-0.0
Anhui-Coal_300_RC-12129,2050.12.12.16,-0.0
Anhui-Coal_300_RC-12129,2050.12.12.20,-0.0
Anhui-Coal_600_OT-12109,2040.06.26.00,-0.0
Anhui-Coal_600_OT-12109,2040.06.26.04,-0.0
Anhui-Coal_600_OT-12109,2040.06.26.08,-0.0
Anhui-Coal_600_OT-12109,2040.06.26.12,-0.0
Anhui-Coal_600_OT-12109,2040.06.26.16,-0.0
Anhui-Coal_600_OT-12109,2040.06.26.20,-0.0
Anhui-Coal_600_OT-12109,2040.12.19.00,-0.0
Anhui-Coal_600_OT-12109,2040.12.19.04,-0.0
Anhui-Coal_600_OT-12109,2040.12.19.08,-0.0
Anhui-Coal_600_OT-12109,2040.12.19.12,-0.0
Anhui-Coal_600_OT-12109,2040.12.19.16,-0.0
Anhui-Coal_600_OT-12109,2040.12.19.20,-0.0
Anhui-Coal_600_OT-12109,2050.06.12.00,-0.0
Anhui-Coal_600_OT-12109,2050.06.12.04,-0.0
Anhui-Coal_600_OT-12109,2050.06.12.08,-0.0
Anhui-Coal_600_OT-12109,2050.06.12.12,-0.0
Anhui-Coal_600_OT-12109,2050.06.12.16,-0.0
Anhui-Coal_600_OT-12109,2050.06.12.20,-0.0
Anhui-Coal_600_OT-12109,2050.12.12.00,-0.0
Anhui-Coal_600_OT-12109,2050.12.12.04,-0.0
Anhui-Coal_600_OT-12109,2050.12.12.08,-0.0
Anhui-Coal_600_OT-12109,2050.12.12.12,-0.0
Anhui-Coal_600_OT-12109,2050.12.12.16,-0.0
Anhui-Coal_600_OT-12109,2050.12.12.20,-0.0
Anhui-Coal_600_RC-12117,2040.06.26.00,-0.0
Anhui-Coal_600_RC-12117,2040.06.26.04,-0.0
Anhui-Coal_600_RC-12117,2040.06.26.08,-0.0
Anhui-Coal_600_RC-12117,2040.06.26.12,-0.0
Anhui-Coal_600_RC-12117,2040.06.26.16,-0.0
Anhui-Coal_600_RC-12117,2040.06.26.20,-0.0
Anhui-Coal_600_RC-12117,2040.12.19.00,-0.0
Anhui-Coal_600_RC-12117,2040.12.19.04,-0.0
Anhui-Coal_600_RC-12117,2040.12.19.08,-0.0
Anhui-Coal_600_RC-12117,2040.12.19.12,-0.0
Anhui-Coal_600_RC-12117,2040.12.19.16,-0.0
Anhui-Coal_600_RC-12117,2040.12.19.20,-0.0
Anhui-Coal_600_RC-12117,2050.06.12.00,-0.0
Anhui-Coal_600_RC-12117,2050.06.12.04,-0.0
Anhui-Coal_600_RC-12117,2050.06.12.08,-0.0
Anhui-Coal_600_RC-12117,2050.06.12.12,-0.0
Anhui-Coal_600_RC-12117,2050.06.12.16,-0.0
Anhui-Coal_600_RC-12117,2050.06.12.20,-0.0
Anhui-Coal_600_RC-12117,2050.12.12.00,-0.0
Anhui-Coal_600_RC-12117,2050.12.12.04,-0.0
Anhui-Coal_600_RC-12117,2050.12.12.08,-0.0
Anhui-Coal_600_RC-12117,2050.12.12.12,-0.0
Anhui-Coal_600_RC-12117,2050.12.12.16,-0.0
Anhui-Coal_600_RC-12117,2050.12.12.20,-0.0
Anhui-Coal_600_RC-12127,2040.06.26.00,-0.0
Anhui-Coal_600_RC-12127,2040.06.26.04,-0.0
Anhui-Coal_600_RC-12127,2040.06.26.08,-0.0
Anhui-Coal_600_RC-12127,2040.06.26.12,-0.0
Anhui-Coal_600_RC-12127,2040.06.26.16,-0.0
Anhui-Coal_600_RC-12127,2040.06.26.20,-0.0
Anhui-Coal_600_RC-12127,2040.12.19.00,-0.0
Anhui-Coal_600_RC-12127,2040.12.19.04,-0.0
Anhui-Coal_600_RC-12127,2040.12.19.08,-0.0
Anhui-Coal_600_RC-12127,2040.12.19.12,-0.0
Anhui-Coal_600_RC-12127,2040.12.19.16,-0.0
Anhui-Coal_600_RC-12127,2040.12.19.20,-0.0
Anhui-Coal_600_RC-12127,2050.06.12.00,-0.0
Anhui-Coal_600_RC-12127,2050.06.12.04,-0.0
Anhui-Coal_600_RC-12127,2050.06.12.08,-0.0
Anhui-Coal_600_RC-12127,2050.06.12.12,-0.0
Anhui-Coal_600_RC-12127,2050.06.12.16,-0.0
Anhui-Coal_600_RC-12127,2050.06.12.20,-0.0
Anhui-Coal_600_RC-12127,2050.12.12.00,-0.0
Anhui-Coal_600_RC-12127,2050.12.12.04,-0.0
Anhui-Coal_600_RC-12127,2050.12.12.08,-0.0
Anhui-Coal_600_RC-12127,2050.12.12.12,-0.0
Anhui-Coal_600_RC-12127,2050.12.12.16,-0.0
Anhui-Coal_600_RC-12127,2050.12.12.20,-0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.00,-0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.04,-0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.08,-0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.12,-0.0
Anhui-Coal_IGCC_RC-12121,2040.06.26.16,-0.0
